,Usia,Gender,Gaji,Jumlah-Anak
7512,17,L,1-3jt,1
7513,59,P,3-5jt,0
7514,42,P,5-10jt,4
7515,48,L,3-5jt,0
7516,25,L,1-3jt,2
7517,23,P,1-3jt,6
7518,55,L,5-10jt,0
7519,23,P,5-10jt,5
7520,35,P,5-10jt,3
7521,26,L,1-3jt,6
7522,29,P,1-3jt,6
7523,50,P,5-10jt,4
7524,57,P,5-10jt,3
7525,28,L,5-10jt,6
7526,56,L,1-3jt,5
7527,60,P,1-3jt,5
7528,41,L,5-10jt,4
7529,48,P,5-10jt,5
7530,25,L,5-10jt,0
7531,40,P,1-3jt,2
7532,52,P,5-10jt,2
7533,23,L,3-5jt,6
7534,36,L,5-10jt,5
7535,41,P,1-3jt,3
7536,34,L,5-10jt,0
7537,26,P,1-3jt,1
7538,26,P,3-5jt,2
7539,52,L,3-5jt,1
7540,41,L,1-3jt,1
7541,37,L,5-10jt,0
7542,42,P,1-3jt,4
7543,45,L,5-10jt,2
7544,57,P,1-3jt,1
7545,23,P,3-5jt,6
7546,22,P,3-5jt,4
7547,54,P,5-10jt,6
7548,29,L,1-3jt,4
7549,22,P,3-5jt,5
7550,58,P,5-10jt,3
7551,60,P,1-3jt,6
7552,30,L,3-5jt,6
7553,50,L,3-5jt,3
7554,56,L,5-10jt,6
7555,42,P,1-3jt,2
7556,60,L,1-3jt,3
7557,56,L,3-5jt,3
7558,41,L,5-10jt,2
7559,49,L,3-5jt,5
7560,33,P,5-10jt,2
7561,25,L,1-3jt,1
7562,26,P,1-3jt,4
7563,38,L,5-10jt,2
7564,45,P,5-10jt,6
7565,41,L,1-3jt,4
7566,51,L,1-3jt,4
7567,24,P,5-10jt,3
7568,45,L,5-10jt,0
7569,40,P,5-10jt,3
7570,60,L,5-10jt,3
7571,48,P,3-5jt,5
7572,55,P,1-3jt,6
7573,51,P,3-5jt,0
7574,44,L,3-5jt,4
7575,54,P,3-5jt,3
7576,51,L,5-10jt,6
7577,50,L,5-10jt,1
7578,32,P,3-5jt,1
7579,60,L,3-5jt,2
7580,47,P,5-10jt,3
7581,20,P,3-5jt,6
7582,23,P,5-10jt,5
7583,52,L,3-5jt,1
7584,56,L,1-3jt,0
7585,52,P,3-5jt,4
7586,43,P,3-5jt,6
7587,43,L,5-10jt,3
7588,20,P,3-5jt,1
7589,40,L,1-3jt,0
7590,34,L,3-5jt,6
7591,30,L,1-3jt,0
7592,26,P,5-10jt,3
7593,31,P,5-10jt,6
7594,44,L,5-10jt,4
7595,56,L,5-10jt,4
7596,30,P,1-3jt,1
7597,57,P,1-3jt,2
7598,19,P,5-10jt,6
7599,40,P,5-10jt,2
7600,42,L,5-10jt,3
7601,35,P,3-5jt,0
7602,20,P,5-10jt,1
7603,19,P,5-10jt,0
7604,55,L,1-3jt,6
7605,47,P,5-10jt,4
7606,50,L,3-5jt,5
7607,53,L,1-3jt,0
7608,48,P,3-5jt,4
7609,36,L,3-5jt,2
7610,42,L,3-5jt,0
7611,34,L,3-5jt,3
7612,55,P,1-3jt,5
7613,26,P,5-10jt,5
7614,23,P,3-5jt,2
7615,58,L,3-5jt,5
7616,50,L,5-10jt,3
7617,38,L,1-3jt,1
7618,48,L,5-10jt,0
7619,48,L,3-5jt,1
7620,34,P,1-3jt,2
7621,36,L,3-5jt,4
7622,37,L,5-10jt,2
7623,24,P,3-5jt,2
7624,38,P,1-3jt,1
7625,40,L,3-5jt,5
7626,19,L,5-10jt,1
7627,54,L,1-3jt,3
7628,44,L,3-5jt,6
7629,40,L,3-5jt,0
7630,50,L,3-5jt,5
7631,59,L,1-3jt,2
7632,38,L,1-3jt,5
7633,59,L,1-3jt,4
7634,49,L,3-5jt,2
7635,17,L,5-10jt,3
7636,55,P,5-10jt,4
7637,58,L,1-3jt,4
7638,38,P,1-3jt,1
7639,17,P,1-3jt,5
7640,38,L,3-5jt,2
7641,41,P,1-3jt,0
7642,21,P,3-5jt,4
7643,50,L,1-3jt,3
7644,47,P,1-3jt,1
7645,46,L,3-5jt,4
7646,17,L,1-3jt,6
7647,36,P,3-5jt,4
7648,44,L,5-10jt,1
7649,50,P,5-10jt,5
7650,36,P,1-3jt,0
7651,28,P,1-3jt,3
7652,48,P,1-3jt,0
7653,47,L,1-3jt,3
7654,46,P,3-5jt,6
7655,26,L,5-10jt,4
7656,31,P,3-5jt,6
7657,54,L,1-3jt,1
7658,36,L,1-3jt,5
7659,23,L,5-10jt,6
7660,27,P,1-3jt,2
7661,43,L,3-5jt,6
7662,29,P,1-3jt,2
7663,23,L,5-10jt,5
7664,19,P,5-10jt,4
7665,42,L,1-3jt,5
7666,20,L,5-10jt,6
7667,50,P,1-3jt,4
7668,51,P,1-3jt,2
7669,34,P,1-3jt,2
7670,26,P,3-5jt,1
7671,37,P,3-5jt,1
7672,24,P,5-10jt,5
7673,50,L,3-5jt,3
7674,33,P,3-5jt,0
7675,44,P,5-10jt,5
7676,37,L,1-3jt,2
7677,55,P,1-3jt,2
7678,51,P,5-10jt,1
7679,32,L,5-10jt,3
7680,47,P,1-3jt,0
7681,44,L,5-10jt,5
7682,21,L,1-3jt,0
7683,47,L,1-3jt,1
7684,33,P,1-3jt,0
7685,47,L,5-10jt,3
7686,45,P,5-10jt,1
7687,44,P,1-3jt,3
7688,56,L,5-10jt,2
7689,53,L,3-5jt,4
7690,39,L,1-3jt,4
7691,51,L,5-10jt,4
7692,53,P,5-10jt,4
7693,60,L,1-3jt,0
7694,35,P,1-3jt,1
7695,58,P,5-10jt,3
7696,28,L,3-5jt,6
7697,28,L,3-5jt,3
7698,48,P,5-10jt,3
7699,29,P,5-10jt,5
7700,27,P,5-10jt,1
7701,38,L,3-5jt,1
7702,20,P,1-3jt,3
7703,32,L,3-5jt,6
7704,35,P,3-5jt,4
7705,36,P,1-3jt,6
7706,18,P,1-3jt,6
7707,28,L,1-3jt,1
7708,52,P,3-5jt,6
7709,33,P,1-3jt,6
7710,34,P,1-3jt,5
7711,51,P,5-10jt,2
7712,28,P,1-3jt,4
7713,60,P,5-10jt,1
7714,60,P,1-3jt,6
7715,23,P,5-10jt,4
7716,46,P,3-5jt,6
7717,28,L,5-10jt,3
7718,52,L,1-3jt,3
7719,42,P,3-5jt,6
7720,43,L,1-3jt,6
7721,58,L,3-5jt,0
7722,19,L,1-3jt,6
7723,18,P,3-5jt,1
7724,52,P,1-3jt,0
7725,24,L,5-10jt,1
7726,32,P,1-3jt,1
7727,38,P,3-5jt,6
7728,27,P,3-5jt,3
7729,57,P,5-10jt,3
7730,50,L,5-10jt,5
7731,44,P,5-10jt,6
7732,28,P,5-10jt,0
7733,46,P,1-3jt,3
7734,43,P,1-3jt,5
7735,39,L,5-10jt,6
7736,50,P,1-3jt,3
7737,38,L,5-10jt,1
7738,32,P,1-3jt,4
7739,40,L,5-10jt,4
7740,27,L,5-10jt,6
7741,48,L,3-5jt,3
7742,20,L,1-3jt,2
7743,29,P,3-5jt,2
7744,57,L,5-10jt,4
7745,57,P,3-5jt,0
7746,60,P,5-10jt,6
7747,22,L,1-3jt,3
7748,60,L,5-10jt,3
7749,47,P,1-3jt,1
7750,55,L,5-10jt,3
7751,22,L,1-3jt,6
7752,55,P,1-3jt,4
7753,48,L,3-5jt,5
7754,25,L,1-3jt,6
7755,42,P,1-3jt,6
7756,25,L,5-10jt,2
7757,44,L,1-3jt,5
7758,42,P,3-5jt,2
7759,58,P,1-3jt,1
7760,39,L,3-5jt,2
7761,42,L,5-10jt,4
7762,30,P,3-5jt,4
7763,32,P,3-5jt,5
7764,50,P,3-5jt,3
7765,35,L,5-10jt,3
7766,34,L,5-10jt,4
7767,21,L,1-3jt,6
7768,46,P,3-5jt,4
7769,22,L,3-5jt,6
7770,28,P,3-5jt,4
7771,33,L,3-5jt,1
7772,26,P,5-10jt,5
7773,45,P,3-5jt,3
7774,46,P,1-3jt,5
7775,58,L,3-5jt,5
7776,30,L,5-10jt,4
7777,32,P,5-10jt,2
7778,44,L,3-5jt,4
7779,44,L,5-10jt,5
7780,22,L,1-3jt,5
7781,28,P,5-10jt,5
7782,48,L,1-3jt,6
7783,19,P,5-10jt,2
7784,38,L,3-5jt,2
7785,45,P,3-5jt,2
7786,40,P,3-5jt,1
7787,42,L,1-3jt,1
7788,55,L,3-5jt,2
7789,33,L,3-5jt,4
7790,42,L,3-5jt,5
7791,55,P,1-3jt,4
7792,36,L,5-10jt,1
7793,47,L,5-10jt,0
7794,57,L,3-5jt,3
7795,36,L,1-3jt,0
7796,24,P,1-3jt,5
7797,44,P,1-3jt,6
7798,45,P,3-5jt,1
7799,25,P,5-10jt,5
7800,24,L,5-10jt,1
7801,57,P,5-10jt,4
7802,45,P,1-3jt,5
7803,40,L,3-5jt,1
7804,30,L,5-10jt,3
7805,49,P,5-10jt,4
7806,42,L,1-3jt,1
7807,29,P,5-10jt,4
7808,37,L,1-3jt,5
7809,52,P,3-5jt,5
7810,32,P,1-3jt,1
7811,38,P,5-10jt,2
7812,26,P,5-10jt,1
7813,35,P,1-3jt,5
7814,42,L,3-5jt,6
7815,24,P,1-3jt,3
7816,30,L,5-10jt,2
7817,53,P,3-5jt,2
7818,39,P,1-3jt,0
7819,27,P,3-5jt,6
7820,28,P,5-10jt,0
7821,38,L,5-10jt,1
7822,56,P,3-5jt,3
7823,22,P,1-3jt,3
7824,20,L,3-5jt,3
7825,40,P,1-3jt,6
7826,31,P,1-3jt,1
7827,48,P,3-5jt,6
7828,56,L,1-3jt,0
7829,17,P,3-5jt,3
7830,59,L,5-10jt,1
7831,35,L,1-3jt,2
7832,27,P,5-10jt,2
7833,28,P,5-10jt,6
7834,52,P,5-10jt,5
7835,40,P,1-3jt,4
7836,46,P,3-5jt,4
7837,23,P,1-3jt,0
7838,24,P,1-3jt,0
7839,46,P,1-3jt,6
7840,53,L,1-3jt,6
7841,40,L,5-10jt,4
7842,20,P,1-3jt,2
7843,55,L,1-3jt,6
7844,20,L,5-10jt,0
7845,43,P,1-3jt,0
7846,19,L,1-3jt,6
7847,45,L,1-3jt,0
7848,51,L,3-5jt,3
7849,36,L,3-5jt,5
7850,32,P,3-5jt,5
7851,42,P,1-3jt,3
7852,52,L,3-5jt,3
7853,40,P,3-5jt,3
7854,39,P,1-3jt,3
7855,52,L,1-3jt,3
7856,30,P,3-5jt,4
7857,44,P,1-3jt,2
7858,20,L,1-3jt,3
7859,56,P,5-10jt,0
7860,34,P,3-5jt,1
7861,57,L,3-5jt,4
7862,21,P,1-3jt,2
7863,51,P,5-10jt,0
7864,55,L,5-10jt,4
7865,32,L,3-5jt,4
7866,52,L,5-10jt,2
7867,17,L,3-5jt,6
7868,30,L,1-3jt,0
7869,23,L,3-5jt,6
7870,35,L,3-5jt,5
7871,22,P,3-5jt,5
7872,52,P,3-5jt,3
7873,49,L,1-3jt,3
7874,19,L,5-10jt,2
7875,54,P,1-3jt,5
7876,38,L,1-3jt,3
7877,39,L,3-5jt,6
7878,21,P,1-3jt,3
7879,20,P,3-5jt,5
7880,45,L,3-5jt,4
7881,23,P,3-5jt,5
7882,22,L,1-3jt,6
7883,60,P,5-10jt,6
7884,39,P,5-10jt,4
7885,56,P,1-3jt,4
7886,40,L,3-5jt,5
7887,20,P,1-3jt,5
7888,51,L,5-10jt,0
7889,58,L,3-5jt,0
7890,56,P,5-10jt,1
7891,50,P,1-3jt,2
7892,30,L,3-5jt,1
7893,49,L,5-10jt,4
7894,44,P,1-3jt,1
7895,49,L,1-3jt,1
7896,35,L,3-5jt,6
7897,17,L,1-3jt,2
7898,22,P,3-5jt,0
7899,43,P,1-3jt,5
7900,20,P,1-3jt,5
7901,33,L,3-5jt,4
7902,54,P,5-10jt,1
7903,29,L,3-5jt,0
7904,42,P,5-10jt,0
7905,57,L,1-3jt,6
7906,28,P,5-10jt,1
7907,31,L,3-5jt,3
7908,21,P,3-5jt,3
7909,47,L,1-3jt,6
7910,47,P,5-10jt,4
7911,37,L,5-10jt,4
7912,60,L,5-10jt,6
7913,40,P,5-10jt,3
7914,42,P,3-5jt,2
7915,41,P,3-5jt,2
7916,40,L,1-3jt,2
7917,19,P,3-5jt,1
7918,51,P,5-10jt,6
7919,48,P,5-10jt,5
7920,25,P,1-3jt,4
7921,44,L,1-3jt,6
7922,50,P,5-10jt,4
7923,26,L,5-10jt,3
7924,59,P,3-5jt,3
7925,42,L,1-3jt,6
7926,58,L,1-3jt,6
7927,52,P,3-5jt,4
7928,43,P,5-10jt,0
7929,58,L,5-10jt,3
7930,30,P,5-10jt,0
7931,32,P,5-10jt,3
7932,18,L,5-10jt,6
7933,31,P,3-5jt,5
7934,54,P,1-3jt,5
7935,17,P,1-3jt,2
7936,17,L,1-3jt,2
7937,59,P,3-5jt,4
7938,55,L,5-10jt,1
7939,22,P,5-10jt,3
7940,29,L,5-10jt,5
7941,52,P,1-3jt,5
7942,29,L,3-5jt,4
7943,41,L,1-3jt,6
7944,60,L,3-5jt,3
7945,20,P,3-5jt,5
7946,45,P,5-10jt,6
7947,21,L,5-10jt,5
7948,49,P,1-3jt,0
7949,49,P,5-10jt,4
7950,44,P,3-5jt,4
7951,60,L,1-3jt,6
7952,43,L,5-10jt,4
7953,47,P,1-3jt,5
7954,45,L,1-3jt,1
7955,36,P,5-10jt,5
7956,37,P,1-3jt,3
7957,26,L,1-3jt,5
7958,36,L,1-3jt,4
7959,47,P,3-5jt,1
7960,17,L,5-10jt,4
7961,35,P,3-5jt,5
7962,49,L,1-3jt,3
7963,17,P,5-10jt,3
7964,40,L,5-10jt,2
7965,23,L,1-3jt,5
7966,29,P,1-3jt,1
7967,47,P,1-3jt,2
7968,46,L,1-3jt,4
7969,21,L,5-10jt,2
7970,34,P,1-3jt,2
7971,54,P,1-3jt,1
7972,45,L,3-5jt,4
7973,19,P,3-5jt,6
7974,19,L,5-10jt,4
7975,24,L,1-3jt,2
7976,41,P,3-5jt,2
7977,41,L,3-5jt,3
7978,38,L,1-3jt,4
7979,34,L,5-10jt,1
7980,51,P,5-10jt,0
7981,49,P,3-5jt,0
7982,48,P,5-10jt,2
7983,46,P,3-5jt,4
7984,49,L,5-10jt,6
7985,52,L,5-10jt,1
7986,56,L,5-10jt,1
7987,50,P,1-3jt,2
7988,48,P,1-3jt,3
7989,37,P,5-10jt,1
7990,23,P,3-5jt,5
7991,40,P,5-10jt,5
7992,52,P,5-10jt,2
7993,60,P,5-10jt,5
7994,21,P,5-10jt,1
7995,53,P,3-5jt,3
7996,40,P,1-3jt,5
7997,33,L,3-5jt,2
7998,20,L,1-3jt,1
7999,37,P,1-3jt,3
8000,43,P,1-3jt,1
8001,51,L,5-10jt,5
8002,21,P,5-10jt,4
8003,52,P,3-5jt,1
8004,19,P,3-5jt,5
8005,48,P,1-3jt,5
8006,19,P,3-5jt,1
8007,23,P,5-10jt,5
8008,29,L,1-3jt,2
8009,31,P,1-3jt,4
8010,60,L,3-5jt,4
8011,58,L,3-5jt,4
8012,60,P,3-5jt,3
8013,38,L,5-10jt,5
8014,55,L,1-3jt,4
8015,21,P,5-10jt,0
8016,28,P,5-10jt,5
8017,57,P,3-5jt,0
8018,28,P,3-5jt,4
8019,19,L,5-10jt,3
8020,37,L,1-3jt,0
8021,56,P,5-10jt,6
8022,43,P,1-3jt,6
8023,54,P,5-10jt,6
8024,46,L,5-10jt,0
8025,47,P,3-5jt,1
8026,29,L,3-5jt,0
8027,18,P,1-3jt,2
8028,59,P,5-10jt,6
8029,20,L,3-5jt,4
8030,50,P,3-5jt,1
8031,18,L,1-3jt,0
8032,49,P,3-5jt,2
8033,49,L,3-5jt,6
8034,34,L,3-5jt,0
8035,27,L,5-10jt,6
8036,24,P,5-10jt,5
8037,57,P,3-5jt,6
8038,34,P,5-10jt,1
8039,52,P,1-3jt,6
8040,29,P,3-5jt,3
8041,49,L,3-5jt,4
8042,41,L,1-3jt,6
8043,20,L,1-3jt,4
8044,19,P,1-3jt,3
8045,42,L,1-3jt,2
8046,29,P,5-10jt,0
8047,31,L,3-5jt,4
8048,55,L,1-3jt,2
8049,35,L,3-5jt,1
8050,30,L,3-5jt,2
8051,42,P,5-10jt,1
8052,47,L,5-10jt,5
8053,56,L,3-5jt,2
8054,31,P,5-10jt,6
8055,18,P,5-10jt,4
8056,28,L,5-10jt,6
8057,44,L,3-5jt,2
8058,28,P,1-3jt,3
8059,27,P,1-3jt,2
8060,48,L,5-10jt,3
8061,17,L,1-3jt,0
8062,29,L,5-10jt,0
8063,23,P,1-3jt,3
8064,39,L,3-5jt,2
8065,27,L,5-10jt,6
8066,60,L,1-3jt,4
8067,23,L,3-5jt,1
8068,42,L,3-5jt,3
8069,48,P,3-5jt,2
8070,50,L,3-5jt,0
8071,53,L,3-5jt,3
8072,44,P,1-3jt,4
8073,60,L,3-5jt,1
8074,31,L,1-3jt,2
8075,49,P,5-10jt,2
8076,44,L,1-3jt,1
8077,51,P,5-10jt,6
8078,28,L,5-10jt,1
8079,31,L,1-3jt,5
8080,58,P,3-5jt,5
8081,24,L,5-10jt,3
8082,35,P,3-5jt,1
8083,36,P,5-10jt,5
8084,32,P,1-3jt,6
8085,54,L,3-5jt,3
8086,58,P,5-10jt,6
8087,46,P,1-3jt,3
8088,44,P,1-3jt,6
8089,35,L,1-3jt,3
8090,46,L,1-3jt,0
8091,29,P,5-10jt,2
8092,32,L,5-10jt,5
8093,21,P,5-10jt,5
8094,60,P,1-3jt,5
8095,33,L,5-10jt,1
8096,37,P,5-10jt,4
8097,39,P,3-5jt,5
8098,32,P,1-3jt,4
8099,31,L,5-10jt,6
8100,33,L,1-3jt,0
8101,28,L,5-10jt,0
8102,30,P,3-5jt,5
8103,26,P,5-10jt,3
8104,57,L,3-5jt,4
8105,31,L,3-5jt,1
8106,39,P,3-5jt,0
8107,34,L,5-10jt,1
8108,45,P,5-10jt,4
8109,19,P,3-5jt,0
8110,37,P,3-5jt,1
8111,40,P,5-10jt,0
8112,41,L,3-5jt,5
8113,38,P,5-10jt,3
8114,43,L,3-5jt,3
8115,17,L,5-10jt,0
8116,47,P,5-10jt,2
8117,26,L,1-3jt,3
8118,35,L,3-5jt,4
8119,36,P,3-5jt,3
8120,52,L,5-10jt,2
8121,45,L,3-5jt,2
8122,39,L,5-10jt,1
8123,29,P,3-5jt,6
8124,23,L,3-5jt,5
8125,24,P,1-3jt,6
8126,44,P,5-10jt,2
8127,39,L,1-3jt,5
8128,32,P,1-3jt,1
8129,52,L,1-3jt,3
8130,53,L,1-3jt,3
8131,54,P,3-5jt,2
8132,18,L,5-10jt,2
8133,43,L,1-3jt,2
8134,33,L,3-5jt,5
8135,22,L,3-5jt,6
8136,33,L,1-3jt,6
8137,36,L,3-5jt,5
8138,20,L,5-10jt,4
8139,38,P,1-3jt,0
8140,17,P,3-5jt,2
8141,17,P,3-5jt,1
8142,60,L,5-10jt,1
8143,47,P,1-3jt,3
8144,51,P,3-5jt,2
8145,42,L,1-3jt,2
8146,51,P,5-10jt,4
8147,39,L,3-5jt,4
8148,25,L,5-10jt,3
8149,57,P,1-3jt,2
8150,43,P,5-10jt,0
8151,54,P,1-3jt,1
8152,41,L,1-3jt,0
8153,23,P,5-10jt,1
8154,49,L,1-3jt,2
8155,32,L,1-3jt,5
8156,29,P,5-10jt,4
8157,59,L,5-10jt,0
8158,27,P,1-3jt,5
8159,38,L,1-3jt,0
8160,50,P,1-3jt,1
8161,53,P,1-3jt,0
8162,39,L,1-3jt,5
8163,55,L,3-5jt,4
8164,59,P,1-3jt,0
8165,57,P,5-10jt,4
8166,20,L,1-3jt,6
8167,47,L,1-3jt,4
8168,22,L,3-5jt,4
8169,54,P,3-5jt,6
8170,50,L,5-10jt,0
8171,18,L,3-5jt,2
8172,36,P,1-3jt,0
8173,60,P,1-3jt,0
8174,53,L,3-5jt,4
8175,38,P,5-10jt,2
8176,50,L,3-5jt,6
8177,32,L,3-5jt,2
8178,56,P,1-3jt,4
8179,49,L,5-10jt,3
8180,30,L,3-5jt,6
8181,52,P,1-3jt,6
8182,44,L,3-5jt,5
8183,59,L,5-10jt,5
8184,49,L,3-5jt,3
8185,26,L,5-10jt,3
8186,58,L,1-3jt,0
8187,55,L,3-5jt,6
8188,42,L,3-5jt,0
8189,49,L,1-3jt,1
8190,42,L,3-5jt,2
8191,34,P,1-3jt,4
8192,25,P,1-3jt,5
8193,32,L,5-10jt,5
8194,59,L,5-10jt,6
8195,19,L,3-5jt,6
8196,47,P,5-10jt,5
8197,43,P,3-5jt,0
8198,21,P,1-3jt,1
8199,49,P,3-5jt,4
8200,45,L,5-10jt,5
8201,19,P,5-10jt,2
8202,30,P,5-10jt,1
8203,34,P,5-10jt,0
8204,31,L,3-5jt,3
8205,28,P,1-3jt,0
8206,28,L,3-5jt,2
8207,47,P,3-5jt,0
8208,47,L,3-5jt,4
8209,38,L,5-10jt,1
8210,42,L,1-3jt,3
8211,17,L,1-3jt,3
8212,57,L,3-5jt,4
8213,54,P,3-5jt,6
8214,56,P,3-5jt,3
8215,55,L,1-3jt,4
8216,17,P,5-10jt,4
8217,35,L,1-3jt,3
8218,28,L,1-3jt,4
8219,31,P,5-10jt,4
8220,51,P,3-5jt,4
8221,57,P,3-5jt,5
8222,26,L,3-5jt,5
8223,40,P,3-5jt,3
8224,24,L,5-10jt,3
8225,50,L,5-10jt,5
8226,56,L,1-3jt,6
8227,18,L,5-10jt,2
8228,37,L,5-10jt,1
8229,60,L,3-5jt,4
8230,34,L,5-10jt,4
8231,26,P,3-5jt,0
8232,57,P,1-3jt,5
8233,29,P,3-5jt,2
8234,54,L,3-5jt,0
8235,27,P,3-5jt,5
8236,51,P,5-10jt,2
8237,23,P,3-5jt,6
8238,42,L,3-5jt,0
8239,47,P,3-5jt,1
8240,19,L,3-5jt,5
8241,22,L,3-5jt,1
8242,54,L,5-10jt,0
8243,33,P,5-10jt,5
8244,43,L,1-3jt,6
8245,17,P,3-5jt,6
8246,52,P,3-5jt,5
8247,18,P,1-3jt,0
8248,28,L,3-5jt,0
8249,53,P,3-5jt,6
8250,23,P,3-5jt,2
8251,57,L,5-10jt,2
8252,21,P,3-5jt,0
8253,29,L,5-10jt,0
8254,43,P,1-3jt,1
8255,45,P,1-3jt,6
8256,42,L,1-3jt,5
8257,45,L,3-5jt,3
8258,21,P,5-10jt,4
8259,45,P,3-5jt,6
8260,35,L,3-5jt,5
8261,35,P,5-10jt,2
8262,57,P,5-10jt,1
8263,36,P,1-3jt,2
8264,34,L,1-3jt,6
8265,55,P,3-5jt,2
8266,29,L,3-5jt,4
8267,49,P,5-10jt,3
8268,21,L,1-3jt,0
8269,35,L,5-10jt,3
8270,58,P,1-3jt,0
8271,26,L,3-5jt,1
8272,44,P,1-3jt,0
8273,17,P,5-10jt,5
8274,44,L,3-5jt,0
8275,42,P,1-3jt,6
8276,60,L,5-10jt,1
8277,32,P,3-5jt,6
8278,60,L,3-5jt,6
8279,27,P,1-3jt,3
8280,36,L,3-5jt,5
8281,52,L,3-5jt,3
8282,29,L,3-5jt,3
8283,36,P,1-3jt,0
8284,19,L,1-3jt,4
8285,33,P,1-3jt,4
8286,26,L,1-3jt,0
8287,57,P,5-10jt,2
8288,40,L,1-3jt,5
8289,24,P,3-5jt,0
8290,49,P,3-5jt,0
8291,50,P,5-10jt,6
8292,25,L,1-3jt,3
8293,19,L,5-10jt,4
8294,39,P,5-10jt,1
8295,23,P,1-3jt,6
8296,17,L,1-3jt,5
8297,21,L,3-5jt,2
8298,21,L,3-5jt,2
8299,42,L,1-3jt,5
8300,35,P,1-3jt,2
8301,19,L,1-3jt,4
8302,27,P,1-3jt,2
8303,49,L,5-10jt,0
8304,54,L,1-3jt,5
8305,24,L,5-10jt,5
8306,24,P,3-5jt,5
8307,26,P,3-5jt,5
8308,20,P,5-10jt,6
8309,40,L,1-3jt,2
8310,45,P,3-5jt,1
8311,56,P,5-10jt,5
8312,28,P,3-5jt,4
8313,41,P,1-3jt,5
8314,28,L,5-10jt,1
8315,51,P,5-10jt,1
8316,60,P,1-3jt,0
8317,54,P,3-5jt,5
8318,59,L,5-10jt,0
8319,41,L,1-3jt,3
8320,47,P,3-5jt,6
8321,32,L,3-5jt,1
8322,17,L,5-10jt,3
8323,59,P,1-3jt,1
8324,58,L,5-10jt,1
8325,44,P,5-10jt,1
8326,19,P,5-10jt,5
8327,39,P,5-10jt,1
8328,51,L,3-5jt,0
8329,52,L,3-5jt,2
8330,31,P,1-3jt,5
8331,49,P,5-10jt,0
8332,55,L,3-5jt,2
8333,41,L,5-10jt,0
8334,17,P,1-3jt,4
8335,43,L,1-3jt,1
8336,25,L,5-10jt,6
8337,33,P,1-3jt,3
8338,46,L,5-10jt,4
8339,41,L,3-5jt,5
8340,34,L,1-3jt,4
8341,34,L,3-5jt,1
8342,24,P,1-3jt,0
8343,56,L,5-10jt,6
8344,48,L,3-5jt,5
8345,32,L,5-10jt,3
8346,55,L,1-3jt,6
8347,33,P,5-10jt,2
8348,46,L,3-5jt,6
8349,18,L,3-5jt,6
8350,44,P,3-5jt,2
8351,56,L,1-3jt,3
8352,56,L,5-10jt,3
8353,18,L,3-5jt,3
8354,58,L,1-3jt,0
8355,40,L,1-3jt,1
8356,33,P,3-5jt,6
8357,31,L,3-5jt,0
8358,39,L,5-10jt,6
8359,42,P,5-10jt,1
8360,20,P,5-10jt,3
8361,36,L,3-5jt,5
8362,36,L,5-10jt,6
8363,32,P,3-5jt,5
8364,39,P,3-5jt,2
8365,31,P,5-10jt,1
8366,49,L,5-10jt,3
8367,19,L,1-3jt,2
8368,58,P,1-3jt,2
8369,38,P,5-10jt,5
8370,45,L,1-3jt,1
8371,54,L,3-5jt,0
8372,17,L,1-3jt,4
8373,55,P,3-5jt,0
8374,47,L,5-10jt,4
8375,38,L,5-10jt,6
8376,20,L,1-3jt,0
8377,42,L,3-5jt,3
8378,48,L,5-10jt,5
8379,23,P,3-5jt,3
8380,33,P,3-5jt,6
8381,36,P,1-3jt,4
8382,45,P,3-5jt,0
8383,31,P,1-3jt,0
8384,54,P,3-5jt,0
8385,25,P,3-5jt,6
8386,23,L,3-5jt,5
8387,22,P,5-10jt,3
8388,18,L,5-10jt,2
8389,44,P,1-3jt,1
8390,44,L,5-10jt,1
8391,60,P,3-5jt,0
8392,41,P,3-5jt,6
8393,52,P,3-5jt,0
8394,29,P,3-5jt,0
8395,17,L,3-5jt,5
8396,19,P,1-3jt,3
8397,36,P,3-5jt,3
8398,44,L,3-5jt,4
8399,23,P,3-5jt,6
8400,34,P,3-5jt,3
8401,35,L,1-3jt,4
8402,37,L,3-5jt,3
8403,46,L,3-5jt,5
8404,58,P,5-10jt,4
8405,50,L,5-10jt,2
8406,59,P,3-5jt,4
8407,33,P,5-10jt,3
8408,45,L,1-3jt,1
8409,45,L,5-10jt,2
8410,38,L,5-10jt,6
8411,17,L,1-3jt,0
8412,58,P,3-5jt,6
8413,36,L,3-5jt,1
8414,52,L,1-3jt,6
8415,49,L,5-10jt,4
8416,45,P,5-10jt,0
8417,42,L,5-10jt,2
8418,34,P,3-5jt,1
8419,31,L,3-5jt,1
8420,20,P,3-5jt,1
8421,48,L,3-5jt,5
8422,43,L,3-5jt,4
8423,34,L,1-3jt,2
8424,43,L,3-5jt,6
8425,41,P,5-10jt,0
8426,33,P,1-3jt,2
8427,25,P,3-5jt,4
8428,37,L,5-10jt,3
8429,49,L,3-5jt,3
8430,29,L,5-10jt,5
8431,43,L,5-10jt,3
8432,32,L,3-5jt,5
8433,36,P,3-5jt,6
8434,44,P,3-5jt,3
8435,43,L,5-10jt,5
8436,18,L,3-5jt,1
8437,27,L,3-5jt,0
8438,26,P,3-5jt,6
8439,29,P,3-5jt,2
8440,60,L,5-10jt,1
8441,24,L,1-3jt,2
8442,32,P,3-5jt,6
